,0,1
0,기반,1.969293419848291
1,스마트,2.0696087669779866
2,센서,2.303005793484936
3,포함,2.287069378090382
4,환자,2.1159927078524325
5,상태,2.2217573882810098
6,실시간,1.9995201288499118
7,정보,2.367848490148725
8,전송,2.104036065350628
9,시스템,2.291801171965784
10,본,2.098177412932839
11,발명,2.0643685923996924
12,기반,1.969293419848291
13,스마트,2.0696087669779866
14,센서,2.303005793484936
15,포함,2.287069378090382
16,환자,2.1159927078524325
17,상태,2.2217573882810098
18,실시간,1.9995201288499118
19,정보,2.367848490148725
20,전송,2.104036065350628
21,시스템,2.291801171965784
22,것,2.249134911253763
23,구체적,11.869438290563668
24,지능,5.88236310222133
25,인지,4.370275439779939
26,프레임,4.252608547842563
27,워크,1.9713674448435037
28,사용,2.3468855397971162
29,환자,2.1159927078524325
30,상태,2.2217573882810098
31,모니터링,2.026673721105588
32,헬스,1.9841604132397284
33,케어,1.9672557566296949
34,가능,2.1175742813733414
35,스마트,2.0696087669779866
36,센서,2.303005793484936
37,연결,1.9785679581324462
38,계층,97.65894692475443
39,구조,2.810866622173739
40,서비스,2.027280697140647
41,연결,1.9785679581324462
42,웹,2.4967213748249746
43,서비스,2.027280697140647
44,상기,2.4307859702908727
45,스마트,2.0696087669779866
46,센서,2.303005793484936
47,실시간,1.9995201288499118
48,반응,3.7367143262814153
49,브로커,198.57451695472636
50,정,2.4342888196214556
51,형화,88.5487443862009
52,데이터,2.3422441621632353
53,멀티,8.134731576789381
54,프로,2.1243463216153615
55,토,1.9672002028095588
56,콜,3.3486952801928447
57,자동,2.1238235947127
58,선택,2.08270081349095
59,가능,2.1175742813733414
60,응급,2.52151955377876
61,수송,48.25493176668127
62,차량,5.688003442519886
63,의료,2.045034600489168
64,장비,6.329019394227364
65,통신,2.1619433616099353
66,모듈,2.106158239448363
67,구비,2.084649237775369
68,기반,1.969293419848291
69,스마트,2.0696087669779866
70,센서,2.303005793484936
71,포함,2.287069378090382
72,환자,2.1159927078524325
73,상태,2.2217573882810098
74,실시간,1.9995201288499118
75,정보,2.367848490148725
76,전송,2.104036065350628
77,시스템,2.291801171965784
78,것,2.249134911253763
79,발명,2.0643685923996924
80,기반,1.969293419848291
81,스마트,2.0696087669779866
82,센서,2.303005793484936
83,포함,2.287069378090382
84,환자,2.1159927078524325
85,상태,2.2217573882810098
86,실시간,1.9995201288499118
87,정보,2.367848490148725
88,전송,2.104036065350628
89,시스템,2.291801171965784
90,센서,2.303005793484936
91,연결,1.9785679581324462
92,계층,97.65894692475443
93,구조,2.810866622173739
94,서비스,2.027280697140647
95,연결,1.9785679581324462
96,웹,2.4967213748249746
97,서비스,2.027280697140647
98,센서,2.303005793484936
99,실시간,1.9995201288499118
100,반응,3.7367143262814153
101,브로커,198.57451695472636
102,정,2.4342888196214556
103,형화,88.5487443862009
104,데이터,2.3422441621632353
